id,target,time_of_event,time_of_alert
Eq7_uD2yN5Y_000073,1,3.700,
Eq7_uD2yN5Y_000073__pre,0,,
3Sqeb-l1RPA_004406,1,2.600,
3Sqeb-l1RPA_004406__pre,0,,
JkYzYrJpSoQ_002610,1,4.300,
JkYzYrJpSoQ_002610__pre,0,,
qYonJ4w6SZs_003595,1,4.600,
qYonJ4w6SZs_003595__pre,0,,
4K_6s1n6BpU_000428,1,3.700,
4K_6s1n6BpU_000428__pre,0,,
UbDCiQVuzPY_003252,1,3.700,
UbDCiQVuzPY_003252__pre,0,,
QeuzUfHIWYU_001196,1,3.600,
QeuzUfHIWYU_001196__pre,0,,
JHfjuFrnpjA_003694,1,6.500,
JHfjuFrnpjA_003694__pre,0,,
L334aqEJxys_001874,1,5.700,
L334aqEJxys_001874__pre,0,,
yB6fjM1UUC0_000721,1,4.700,
yB6fjM1UUC0_000721__pre,0,,
t4Cvbdtebk0_000897,1,3.900,
t4Cvbdtebk0_000897__pre,0,,
ieP36TLihGM_000754,1,6.000,
ieP36TLihGM_000754__pre,0,,
gZbGLa253Ak_000821,1,6.200,
gZbGLa253Ak_000821__pre,0,,
ha-IeID24As_001886,1,5.500,
ha-IeID24As_001886__pre,0,,
fHUJcUaW2mE_000181,1,4.000,
fHUJcUaW2mE_000181__pre,0,,
3u_CIo9IaWo_000221,1,4.300,
3u_CIo9IaWo_000221__pre,0,,
a_VxrUq9PmA_000386,1,4.800,
a_VxrUq9PmA_000386__pre,0,,
7uTMZ5-aWKA_001295,1,5.100,
7uTMZ5-aWKA_001295__pre,0,,
f482qwPz7ns_004500,1,4.300,
f482qwPz7ns_004500__pre,0,,
CyeT8rEQOpQ_000546,1,4.100,
CyeT8rEQOpQ_000546__pre,0,,
JmwUVoOrgk8_000152,1,2.200,
JmwUVoOrgk8_000152__pre,0,,
JHfjuFrnpjA_005052,1,3.000,
JHfjuFrnpjA_005052__pre,0,,
LfKfK4I5RPE_002216,1,3.000,
LfKfK4I5RPE_002216__pre,0,,
HaC3LrJiTmQ_001400,1,4.300,
HaC3LrJiTmQ_001400__pre,0,,
RASKiMoxhOE_000156,1,2.400,
RASKiMoxhOE_000156__pre,0,,
p8q77QzOdUs_000922,1,5.500,
p8q77QzOdUs_000922__pre,0,,
P5MjgFmqouA_004683,1,3.100,
P5MjgFmqouA_004683__pre,0,,
nvVk7L3GrJQ_000709,1,1.200,
88LcRU7uEFE_001348,1,3.500,
88LcRU7uEFE_001348__pre,0,,
Hkui6PJboFg_002099,1,0.800,
fHUJcUaW2mE_001433,1,3.400,
fHUJcUaW2mE_001433__pre,0,,
QeuzUfHIWYU_001096,1,4.700,
QeuzUfHIWYU_001096__pre,0,,
OPj7lUQOre8_004116,1,3.100,
OPj7lUQOre8_004116__pre,0,,
8dI7OolIEXY_005602,1,3.000,
8dI7OolIEXY_005602__pre,0,,
6E2N9ld0eHg_000290,1,5.200,
6E2N9ld0eHg_000290__pre,0,,
JHfjuFrnpjA_000631,1,4.000,
JHfjuFrnpjA_000631__pre,0,,
QERvirE3S5s_000416,1,3.700,
QERvirE3S5s_000416__pre,0,,
PqbpIHZvjMA_001015,1,4.600,
PqbpIHZvjMA_001015__pre,0,,
TNZv-NBcV5U_004857,1,3.900,
TNZv-NBcV5U_004857__pre,0,,
gXezhrOijmQ_000808,1,8.100,
gXezhrOijmQ_000808__pre,0,,
PqbpIHZvjMA_001249,1,3.800,
PqbpIHZvjMA_001249__pre,0,,
O9uvBFovKj8_003988,1,5.000,
O9uvBFovKj8_003988__pre,0,,
p-fBcE77G4c_003689,1,3.700,
p-fBcE77G4c_003689__pre,0,,
YBEYOS3A3Ic_002698,1,6.400,
YBEYOS3A3Ic_002698__pre,0,,
IQwS7BEjUxM_001640,1,5.700,
IQwS7BEjUxM_001640__pre,0,,
4wKjxDXnmYs_000117,1,3.600,
4wKjxDXnmYs_000117__pre,0,,
t_bCDlNOhJc_000982,1,4.600,
t_bCDlNOhJc_000982__pre,0,,
fWJbp43k644_002921,1,2.500,
fWJbp43k644_002921__pre,0,,
uFwnmh0GpBo_000075,1,4.400,
uFwnmh0GpBo_000075__pre,0,,
HaC3LrJiTmQ_004921,1,4.200,
HaC3LrJiTmQ_004921__pre,0,,
FqJ4IfRLKmA_001431,1,4.200,
FqJ4IfRLKmA_001431__pre,0,,
jv7vz_55H8M_003170,1,3.800,
jv7vz_55H8M_003170__pre,0,,
fdvMUP8qvzw_000969,1,1.100,
Nc9SDBksPPA_003735,1,4.500,
Nc9SDBksPPA_003735__pre,0,,
qzMjfBx1KI0_000509,1,2.400,
qzMjfBx1KI0_000509__pre,0,,
DkjTJcCXipY_000543,1,3.400,
DkjTJcCXipY_000543__pre,0,,
ZIts2XH28SA_002713,1,5.200,
ZIts2XH28SA_002713__pre,0,,
sUbP4j8rAic_001819,1,6.500,
sUbP4j8rAic_001819__pre,0,,
HeK6zbf8I9Y_000191,1,2.000,
HeK6zbf8I9Y_000191__pre,0,,
mrIFkGZbNjc_001556,1,4.600,
mrIFkGZbNjc_001556__pre,0,,
3tEZvtQZ18Q_000073,1,4.400,
3tEZvtQZ18Q_000073__pre,0,,
PqbpIHZvjMA_000454,1,5.200,
PqbpIHZvjMA_000454__pre,0,,
OPj7lUQOre8_001271,1,10.600,
OPj7lUQOre8_001271__pre,0,,
RPNiqsdt6-w_001564,1,6.700,
RPNiqsdt6-w_001564__pre,0,,
gZbGLa253Ak_004167,1,4.000,
gZbGLa253Ak_004167__pre,0,,
PYL3JcSsS6o_005087,1,3.900,
PYL3JcSsS6o_005087__pre,0,,
eWWgJznGg6U_002482,1,2.700,
eWWgJznGg6U_002482__pre,0,,
fWJbp43k644_002781,1,2.900,
fWJbp43k644_002781__pre,0,,
mrIFkGZbNjc_001353,1,4.300,
mrIFkGZbNjc_001353__pre,0,,
yr0gNIxRluE_004882,1,2.800,
yr0gNIxRluE_004882__pre,0,,
D_pyFV4nKd4_001265,1,5.300,
D_pyFV4nKd4_001265__pre,0,,
JkYzYrJpSoQ_005028,1,5.400,
JkYzYrJpSoQ_005028__pre,0,,
4wKjxDXnmYs_000547,1,5.200,
4wKjxDXnmYs_000547__pre,0,,
Z9K13eBUwJM_003595,1,8.900,
Z9K13eBUwJM_003595__pre,0,,
fHUJcUaW2mE_000073,1,5.600,
fHUJcUaW2mE_000073__pre,0,,
UKBuDqU8qTM_002199,1,4.400,
UKBuDqU8qTM_002199__pre,0,,
1u69z-wsDIc_001251,1,3.300,
1u69z-wsDIc_001251__pre,0,,
3u_CIo9IaWo_002136,1,4.500,
3u_CIo9IaWo_002136__pre,0,,
T7TkJVmGyts_003165,1,4.000,
T7TkJVmGyts_003165__pre,0,,
ZIts2XH28SA_003087,1,2.000,
ZIts2XH28SA_003087__pre,0,,
fsqORUrKLYg_004180,1,5.300,
fsqORUrKLYg_004180__pre,0,,
3u_CIo9IaWo_000439,1,1.700,
kld-iYpdjyo_002613,1,4.800,
kld-iYpdjyo_002613__pre,0,,
Z9K13eBUwJM_001276,1,0.600,
IOoVklIZLMw_000191,1,4.600,
IOoVklIZLMw_000191__pre,0,,
gZbGLa253Ak_002907,1,2.500,
gZbGLa253Ak_002907__pre,0,,
8dI7OolIEXY_000419,1,6.300,
8dI7OolIEXY_000419__pre,0,,
RPNiqsdt6-w_000804,1,5.100,
RPNiqsdt6-w_000804__pre,0,,
xToi8YVZM8o_000076,1,9.900,
xToi8YVZM8o_000076__pre,0,,
Q7VBPeGwJWw_001964,1,3.600,
Q7VBPeGwJWw_001964__pre,0,,
kjVywUi1WK4_002183,1,3.100,
kjVywUi1WK4_002183__pre,0,,
IOoVklIZLMw_000869,1,4.800,
IOoVklIZLMw_000869__pre,0,,
6E2N9ld0eHg_001373,1,4.200,
6E2N9ld0eHg_001373__pre,0,,
a_VxrUq9PmA_001718,1,6.700,
a_VxrUq9PmA_001718__pre,0,,
L334aqEJxys_000820,1,7.400,
L334aqEJxys_000820__pre,0,,
dZG1VKsgs60_000073,1,8.700,
dZG1VKsgs60_000073__pre,0,,
fb5i7JlmJdg_000583,1,7.200,
fb5i7JlmJdg_000583__pre,0,,
ruiSuGHJf6Q_003219,1,6.400,
ruiSuGHJf6Q_003219__pre,0,,
Q7VBPeGwJWw_000670,1,2.500,
Q7VBPeGwJWw_000670__pre,0,,
3u_CIo9IaWo_004717,1,4.900,
3u_CIo9IaWo_004717__pre,0,,
cfrLchAShxQ_001784,1,4.700,
cfrLchAShxQ_001784__pre,0,,
kld-iYpdjyo_003579,1,4.500,
kld-iYpdjyo_003579__pre,0,,
VxWJchENocA_001827,1,1.500,
qYonJ4w6SZs_000852,1,3.000,
qYonJ4w6SZs_000852__pre,0,,
gXezhrOijmQ_004878,1,5.300,
gXezhrOijmQ_004878__pre,0,,
IOoVklIZLMw_000526,1,2.200,
IOoVklIZLMw_000526__pre,0,,
FqJ4IfRLKmA_000351,1,2.500,
FqJ4IfRLKmA_000351__pre,0,,
88LcRU7uEFE_005162,1,4.300,
88LcRU7uEFE_005162__pre,0,,
UbDCiQVuzPY_004203,1,3.300,
UbDCiQVuzPY_004203__pre,0,,
Hd2IzHAfkCI_003040,1,2.600,
Hd2IzHAfkCI_003040__pre,0,,
P5MjgFmqouA_005382,1,3.900,
P5MjgFmqouA_005382__pre,0,,
RPNiqsdt6-w_001924,1,11.500,
RPNiqsdt6-w_001924__pre,0,,
UKBuDqU8qTM_003815,1,2.400,
UKBuDqU8qTM_003815__pre,0,,
88LcRU7uEFE_005668,1,5.700,
88LcRU7uEFE_005668__pre,0,,
Izf9l3VWQuo_002152,1,4.000,
Izf9l3VWQuo_002152__pre,0,,
PYL3JcSsS6o_001402,1,4.600,
PYL3JcSsS6o_001402__pre,0,,
ieP36TLihGM_004124,1,4.500,
ieP36TLihGM_004124__pre,0,,
ahKX0rtdMJc_002751,1,4.700,
ahKX0rtdMJc_002751__pre,0,,
K1r3m5OrmB4_002652,1,0.700,
Hd2IzHAfkCI_004534,1,4.500,
Hd2IzHAfkCI_004534__pre,0,,
ieP36TLihGM_001114,1,4.000,
ieP36TLihGM_001114__pre,0,,
2SAby_5t94M_000274,1,3.200,
2SAby_5t94M_000274__pre,0,,
ha-IeID24As_000197,1,5.500,
ha-IeID24As_000197__pre,0,,
bFGmOp9H3MA_002182,1,4.700,
bFGmOp9H3MA_002182__pre,0,,
DyzL2sahobA_002044,1,2.500,
DyzL2sahobA_002044__pre,0,,
J-j5eIHg8I0_004081,1,3.000,
J-j5eIHg8I0_004081__pre,0,,
sUbP4j8rAic_000282,1,3.300,
sUbP4j8rAic_000282__pre,0,,
DpQBo4gb6Lw_000281,1,4.500,
DpQBo4gb6Lw_000281__pre,0,,
V3--0ubJkNE_001982,1,2.800,
V3--0ubJkNE_001982__pre,0,,
kVhgFPPG-wo_002048,1,0.700,
qYonJ4w6SZs_000429,1,4.200,
qYonJ4w6SZs_000429__pre,0,,
r6_ZhT7rmhM_000200,1,4.700,
r6_ZhT7rmhM_000200__pre,0,,
bhA2ckvE-TQ_001156,1,4.700,
bhA2ckvE-TQ_001156__pre,0,,
0RJPQ_97dcs_002296,1,6.500,
0RJPQ_97dcs_002296__pre,0,,
HzVbo46kkBA_001321,1,2.500,
HzVbo46kkBA_001321__pre,0,,
T7TkJVmGyts_000551,1,4.400,
T7TkJVmGyts_000551__pre,0,,
sdqIDbZJfy0_001491,1,3.200,
sdqIDbZJfy0_001491__pre,0,,
sUbP4j8rAic_002733,1,2.600,
sUbP4j8rAic_002733__pre,0,,
HaC3LrJiTmQ_003779,1,3.400,
HaC3LrJiTmQ_003779__pre,0,,
6E2N9ld0eHg_003618,1,2.700,
6E2N9ld0eHg_003618__pre,0,,
RASKiMoxhOE_004071,1,3.600,
RASKiMoxhOE_004071__pre,0,,
ujVRDgGVzlQ_004366,1,6.200,
ujVRDgGVzlQ_004366__pre,0,,
Hd2IzHAfkCI_003390,1,1.500,
4K_6s1n6BpU_006390,1,0.900,
a_VxrUq9PmA_004850,1,1.600,
l1XbmdmGr0Q_000169,1,3.900,
l1XbmdmGr0Q_000169__pre,0,,
a_VxrUq9PmA_002894,1,5.000,
a_VxrUq9PmA_002894__pre,0,,
5vKPYV5w6pw_003644,1,3.500,
5vKPYV5w6pw_003644__pre,0,,
oZaUkhs_H-s_004703,1,4.000,
oZaUkhs_H-s_004703__pre,0,,
uFwnmh0GpBo_004609,1,3.900,
uFwnmh0GpBo_004609__pre,0,,
3sGShQb_HwU_000665,1,2.600,
3sGShQb_HwU_000665__pre,0,,
T7TkJVmGyts_001628,1,4.800,
T7TkJVmGyts_001628__pre,0,,
Rrcjy5t8b20_001757,1,1.800,
9Q0FCoNxL8I_003090,1,5.100,
9Q0FCoNxL8I_003090__pre,0,,
QERvirE3S5s_003284,1,4.600,
QERvirE3S5s_003284__pre,0,,
DpQBo4gb6Lw_003924,1,3.100,
DpQBo4gb6Lw_003924__pre,0,,
IFhWIS-Gwps_006044,1,1.100,
d2SCftR5sWc_004699,1,3.300,
d2SCftR5sWc_004699__pre,0,,
Hd2IzHAfkCI_002940,1,3.000,
Hd2IzHAfkCI_002940__pre,0,,
kjVywUi1WK4_003502,1,0.100,
Hkui6PJboFg_004978,1,3.200,
Hkui6PJboFg_004978__pre,0,,
PfJ2CudpCgE_003238,1,3.500,
PfJ2CudpCgE_003238__pre,0,,
Hkui6PJboFg_005872,1,4.000,
Hkui6PJboFg_005872__pre,0,,
PYL3JcSsS6o_005730,1,3.800,
PYL3JcSsS6o_005730__pre,0,,
Hd2IzHAfkCI_003180,1,0.600,
d2SCftR5sWc_000861,1,3.500,
d2SCftR5sWc_000861__pre,0,,
V3--0ubJkNE_006041,1,2.200,
V3--0ubJkNE_006041__pre,0,,
vdLn-qswnRo_005895,1,1.700,
Hx8FMhmdOQU_002751,1,4.100,
Hx8FMhmdOQU_002751__pre,0,,
yr0gNIxRluE_001716,1,3.300,
yr0gNIxRluE_001716__pre,0,,
d2SCftR5sWc_003144,1,3.800,
d2SCftR5sWc_003144__pre,0,,
qzMjfBx1KI0_004118,1,0.900,
pOJpwWmEcFg_004491,1,4.000,
pOJpwWmEcFg_004491__pre,0,,
r6_ZhT7rmhM_003295,1,2.600,
r6_ZhT7rmhM_003295__pre,0,,
T7TkJVmGyts_001388,1,2.800,
T7TkJVmGyts_001388__pre,0,,
V3--0ubJkNE_004156,1,3.200,
V3--0ubJkNE_004156__pre,0,,
HzVbo46kkBA_001421,1,3.000,
HzVbo46kkBA_001421__pre,0,,
Tsl84N96WM8_004717,1,6.700,
Tsl84N96WM8_004717__pre,0,,
RPNiqsdt6-w_004434,1,6.200,
RPNiqsdt6-w_004434__pre,0,,
xVfPBzDnI2Q_005736,1,3.400,
xVfPBzDnI2Q_005736__pre,0,,
Z9K13eBUwJM_004006,1,13.000,
Z9K13eBUwJM_004006__pre,0,,
qYonJ4w6SZs_001065,1,3.900,
qYonJ4w6SZs_001065__pre,0,,
Izf9l3VWQuo_002783,1,3.200,
Izf9l3VWQuo_002783__pre,0,,
DSBGS6aRzgc_001302,1,3.700,
DSBGS6aRzgc_001302__pre,0,,
PYL3JcSsS6o_001492,1,4.200,
PYL3JcSsS6o_001492__pre,0,,
Tsl84N96WM8_001252,1,4.000,
Tsl84N96WM8_001252__pre,0,,
KOm5jw8vGrE_001269,1,2.200,
KOm5jw8vGrE_001269__pre,0,,
oZaUkhs_H-s_002367,1,3.100,
oZaUkhs_H-s_002367__pre,0,,
WWyeuvpHmfc_005861,1,6.400,
WWyeuvpHmfc_005861__pre,0,,
LfKfK4I5RPE_002737,1,3.800,
LfKfK4I5RPE_002737__pre,0,,
0RJPQ_97dcs_002409,1,5.200,
0RJPQ_97dcs_002409__pre,0,,
y1vGuUK0db4_004994,1,5.000,
y1vGuUK0db4_004994__pre,0,,
eN6y6-4C1Rc_001093,1,6.400,
eN6y6-4C1Rc_001093__pre,0,,
hdOtS-BpUPY_002205,1,3.900,
hdOtS-BpUPY_002205__pre,0,,
Hx8FMhmdOQU_005351,1,0.700,
3sGShQb_HwU_003518,1,1.800,
bhA2ckvE-TQ_000836,1,3.900,
bhA2ckvE-TQ_000836__pre,0,,
3u_CIo9IaWo_005125,1,5.300,
3u_CIo9IaWo_005125__pre,0,,
HaC3LrJiTmQ_003639,1,7.000,
HaC3LrJiTmQ_003639__pre,0,,
uFwnmh0GpBo_005240,1,8.300,
uFwnmh0GpBo_005240__pre,0,,
PYL3JcSsS6o_001927,1,3.000,
PYL3JcSsS6o_001927__pre,0,,
fsqORUrKLYg_004299,1,3.400,
fsqORUrKLYg_004299__pre,0,,
uFwnmh0GpBo_005089,1,8.600,
uFwnmh0GpBo_005089__pre,0,,
sdqIDbZJfy0_001298,1,4.000,
sdqIDbZJfy0_001298__pre,0,,
T89zSiaMNgM_005826,1,2.700,
T89zSiaMNgM_005826__pre,0,,
r6_ZhT7rmhM_004220,1,1.500,
xjbbH74SwTg_004146,1,3.700,
xjbbH74SwTg_004146__pre,0,,
Tsl84N96WM8_004267,1,3.900,
Tsl84N96WM8_004267__pre,0,,
l1XbmdmGr0Q_004924,1,2.200,
l1XbmdmGr0Q_004924__pre,0,,
ha-IeID24As_001058,1,3.700,
ha-IeID24As_001058__pre,0,,
4K_6s1n6BpU_004134,1,2.000,
4K_6s1n6BpU_004134__pre,0,,
Pbw0A-RCjcw_000702,1,2.800,
Pbw0A-RCjcw_000702__pre,0,,
hdOtS-BpUPY_001551,1,3.700,
hdOtS-BpUPY_001551__pre,0,,
lmykriTbncM_001268,1,4.900,
lmykriTbncM_001268__pre,0,,
u33fdjUY_Iw_004814,1,2.300,
u33fdjUY_Iw_004814__pre,0,,
QERvirE3S5s_002054,1,5.300,
QERvirE3S5s_002054__pre,0,,
ieP36TLihGM_004797,1,5.500,
ieP36TLihGM_004797__pre,0,,
3sGShQb_HwU_002616,1,1.900,
7uTMZ5-aWKA_004561,1,3.800,
7uTMZ5-aWKA_004561__pre,0,,
vZSr9dhRxlE_000828,1,1.800,
UOjQsfDXjO0_004178,1,2.900,
UOjQsfDXjO0_004178__pre,0,,
W6YrlYyWguc_004087,1,3.200,
W6YrlYyWguc_004087__pre,0,,
bhA2ckvE-TQ_002032,1,1.200,
a_VxrUq9PmA_001368,1,3.500,
a_VxrUq9PmA_001368__pre,0,,
qYonJ4w6SZs_000704,1,4.700,
qYonJ4w6SZs_000704__pre,0,,
DpQBo4gb6Lw_000687,1,6.300,
DpQBo4gb6Lw_000687__pre,0,,
Nc9SDBksPPA_004115,1,4.100,
Nc9SDBksPPA_004115__pre,0,,
WWyeuvpHmfc_002848,1,2.000,
WWyeuvpHmfc_002848__pre,0,,
ha-IeID24As_000958,1,3.500,
ha-IeID24As_000958__pre,0,,
8dI7OolIEXY_006081,1,0.200,
4K_6s1n6BpU_005836,1,2.200,
4K_6s1n6BpU_005836__pre,0,,
HzVbo46kkBA_003240,1,1.500,
ieP36TLihGM_001224,1,3.900,
ieP36TLihGM_001224__pre,0,,
IQwS7BEjUxM_001011,1,3.000,
IQwS7BEjUxM_001011__pre,0,,
sdqIDbZJfy0_001679,1,3.800,
sdqIDbZJfy0_001679__pre,0,,
JHfjuFrnpjA_002644,1,2.100,
JHfjuFrnpjA_002644__pre,0,,
ruiSuGHJf6Q_002357,1,3.300,
ruiSuGHJf6Q_002357__pre,0,,
ahKX0rtdMJc_000371,1,3.100,
ahKX0rtdMJc_000371__pre,0,,
ieP36TLihGM_002713,1,1.600,
RPNiqsdt6-w_002094,1,2.800,
RPNiqsdt6-w_002094__pre,0,,
Izf9l3VWQuo_004502,1,5.500,
Izf9l3VWQuo_004502__pre,0,,
EY8x-fyQkbk_006234,1,2.300,
EY8x-fyQkbk_006234__pre,0,,
hdOtS-BpUPY_000921,1,3.100,
hdOtS-BpUPY_000921__pre,0,,
bhA2ckvE-TQ_001383,1,2.800,
bhA2ckvE-TQ_001383__pre,0,,
T7TkJVmGyts_000281,1,4.200,
T7TkJVmGyts_000281__pre,0,,
kVhgFPPG-wo_000301,1,4.600,
kVhgFPPG-wo_000301__pre,0,,
QERvirE3S5s_000535,1,8.300,
QERvirE3S5s_000535__pre,0,,
Hd2IzHAfkCI_000899,1,5.000,
Hd2IzHAfkCI_000899__pre,0,,
gXezhrOijmQ_000592,1,6.400,
gXezhrOijmQ_000592__pre,0,,
7uTMZ5-aWKA_002267,1,0.600,
IQwS7BEjUxM_000221,1,5.300,
IQwS7BEjUxM_000221__pre,0,,
1u69z-wsDIc_001575,1,3.900,
1u69z-wsDIc_001575__pre,0,,
WWyeuvpHmfc_003179,1,2.500,
WWyeuvpHmfc_003179__pre,0,,
PYL3JcSsS6o_002858,1,3.000,
PYL3JcSsS6o_002858__pre,0,,
ZIts2XH28SA_004522,1,5.200,
ZIts2XH28SA_004522__pre,0,,
8dI7OolIEXY_001712,1,2.500,
8dI7OolIEXY_001712__pre,0,,
qzMjfBx1KI0_001099,1,3.500,
qzMjfBx1KI0_001099__pre,0,,
IQwS7BEjUxM_000520,1,1.500,
pWZSG2cUdEo_001520,1,3.300,
pWZSG2cUdEo_001520__pre,0,,
3sGShQb_HwU_004499,1,2.800,
3sGShQb_HwU_004499__pre,0,,
y4Evv5By6sg_002822,1,4.100,
y4Evv5By6sg_002822__pre,0,,
RPNiqsdt6-w_002184,1,3.100,
RPNiqsdt6-w_002184__pre,0,,
3Sqeb-l1RPA_004606,1,4.000,
3Sqeb-l1RPA_004606__pre,0,,
P5MjgFmqouA_001596,1,3.900,
P5MjgFmqouA_001596__pre,0,,
L334aqEJxys_002136,1,1.200,
yB6fjM1UUC0_000074,1,7.400,
yB6fjM1UUC0_000074__pre,0,,
9Q0FCoNxL8I_000448,1,3.300,
9Q0FCoNxL8I_000448__pre,0,,
ruiSuGHJf6Q_002017,1,3.900,
ruiSuGHJf6Q_002017__pre,0,,
QeuzUfHIWYU_001717,1,4.100,
QeuzUfHIWYU_001717__pre,0,,
Pbw0A-RCjcw_004251,1,3.000,
Pbw0A-RCjcw_004251__pre,0,,
X8VgGb1fJDU_000052,1,5.500,
X8VgGb1fJDU_000052__pre,0,,
LfKfK4I5RPE_001361,1,4.200,
LfKfK4I5RPE_001361__pre,0,,
fHUJcUaW2mE_001204,1,3.100,
fHUJcUaW2mE_001204__pre,0,,
ha-IeID24As_002293,1,3.300,
ha-IeID24As_002293__pre,0,,
Hx8FMhmdOQU_003992,1,5.800,
Hx8FMhmdOQU_003992__pre,0,,
9Q0FCoNxL8I_000221,1,1.400,
sdqIDbZJfy0_000291,1,4.000,
sdqIDbZJfy0_000291__pre,0,,
LfKfK4I5RPE_001271,1,2.700,
LfKfK4I5RPE_001271__pre,0,,
OWtbKblBOKI_005624,1,1.400,
yr0gNIxRluE_003778,1,3.500,
yr0gNIxRluE_003778__pre,0,,
2SAby_5t94M_000819,1,1.800,
3sGShQb_HwU_002511,1,1.300,
2SAby_5t94M_002329,1,5.100,
2SAby_5t94M_002329__pre,0,,
LfKfK4I5RPE_001689,1,4.500,
LfKfK4I5RPE_001689__pre,0,,
oZaUkhs_H-s_002166,1,3.700,
oZaUkhs_H-s_002166__pre,0,,
sdqIDbZJfy0_000181,1,4.900,
sdqIDbZJfy0_000181__pre,0,,
P5MjgFmqouA_004583,1,3.200,
P5MjgFmqouA_004583__pre,0,,
yhtzAKqRyXw_003288,1,3.700,
yhtzAKqRyXw_003288__pre,0,,
u33fdjUY_Iw_002425,1,3.000,
u33fdjUY_Iw_002425__pre,0,,
ruiSuGHJf6Q_002257,1,3.700,
ruiSuGHJf6Q_002257__pre,0,,
yr0gNIxRluE_000301,1,3.600,
yr0gNIxRluE_000301__pre,0,,
V3--0ubJkNE_001160,1,2.100,
V3--0ubJkNE_001160__pre,0,,
cfrLchAShxQ_005102,1,3.400,
cfrLchAShxQ_005102__pre,0,,
W6YrlYyWguc_001116,1,6.200,
W6YrlYyWguc_001116__pre,0,,
sUbP4j8rAic_000483,1,3.100,
sUbP4j8rAic_000483__pre,0,,
0RJPQ_97dcs_002510,1,2.600,
0RJPQ_97dcs_002510__pre,0,,
OWtbKblBOKI_001226,1,2.600,
OWtbKblBOKI_001226__pre,0,,
uFwnmh0GpBo_002388,1,4.400,
uFwnmh0GpBo_002388__pre,0,,
VxWJchENocA_002584,1,2.600,
VxWJchENocA_002584__pre,0,,
TlBhM9Xbr2o_000062,1,5.300,
TlBhM9Xbr2o_000062__pre,0,,
UKBuDqU8qTM_004969,1,4.700,
UKBuDqU8qTM_004969__pre,0,,
f482qwPz7ns_005724,1,10.600,
f482qwPz7ns_005724__pre,0,,
Sihe6aeyLHg_002928,1,6.300,
Sihe6aeyLHg_002928__pre,0,,
l1XbmdmGr0Q_001366,1,7.900,
l1XbmdmGr0Q_001366__pre,0,,
GDejMONyY4U_005509,1,2.500,
GDejMONyY4U_005509__pre,0,,
qzMjfBx1KI0_003899,1,1.200,
t_bCDlNOhJc_002703,1,6.700,
t_bCDlNOhJc_002703__pre,0,,
p-fBcE77G4c_004708,1,1.500,
RASKiMoxhOE_000356,1,4.300,
RASKiMoxhOE_000356__pre,0,,
r6_ZhT7rmhM_003566,1,3.900,
r6_ZhT7rmhM_003566__pre,0,,
sdqIDbZJfy0_002086,1,2.800,
sdqIDbZJfy0_002086__pre,0,,
Tsl84N96WM8_002692,1,4.800,
Tsl84N96WM8_002692__pre,0,,
RPNiqsdt6-w_005135,1,3.000,
RPNiqsdt6-w_005135__pre,0,,
PqbpIHZvjMA_004325,1,3.700,
PqbpIHZvjMA_004325__pre,0,,
lKMwX4nA64k_005606,1,3.400,
lKMwX4nA64k_005606__pre,0,,
qzMjfBx1KI0_002109,1,3.400,
qzMjfBx1KI0_002109__pre,0,,
oZaUkhs_H-s_001677,1,3.300,
oZaUkhs_H-s_001677__pre,0,,
RPNiqsdt6-w_004782,1,4.200,
RPNiqsdt6-w_004782__pre,0,,
K1r3m5OrmB4_001561,1,2.400,
K1r3m5OrmB4_001561__pre,0,,
xToi8YVZM8o_001851,1,4.200,
xToi8YVZM8o_001851__pre,0,,
nADqn-DZ-Dc_000990,1,5.600,
nADqn-DZ-Dc_000990__pre,0,,
nvVk7L3GrJQ_002738,1,4.500,
nvVk7L3GrJQ_002738__pre,0,,
bcpfYpmDcp0_002863,1,3.400,
bcpfYpmDcp0_002863__pre,0,,
Tsl84N96WM8_003386,1,4.100,
Tsl84N96WM8_003386__pre,0,,
T7TkJVmGyts_000671,1,3.000,
T7TkJVmGyts_000671__pre,0,,
oZaUkhs_H-s_001427,1,2.700,
oZaUkhs_H-s_001427__pre,0,,
QeuzUfHIWYU_000075,1,5.200,
QeuzUfHIWYU_000075__pre,0,,
IQwS7BEjUxM_001878,1,5.400,
IQwS7BEjUxM_001878__pre,0,,
ZIts2XH28SA_000652,1,3.900,
ZIts2XH28SA_000652__pre,0,,
xpOyD-qrQUw_001971,1,6.200,
xpOyD-qrQUw_001971__pre,0,,
RASKiMoxhOE_005972,1,2.500,
RASKiMoxhOE_005972__pre,0,,
Pbw0A-RCjcw_002212,1,2.000,
Pbw0A-RCjcw_002212__pre,0,,
OPj7lUQOre8_005496,1,3.600,
OPj7lUQOre8_005496__pre,0,,
ahKX0rtdMJc_005172,1,5.700,
ahKX0rtdMJc_005172__pre,0,,
r6_ZhT7rmhM_000710,1,2.700,
r6_ZhT7rmhM_000710__pre,0,,
xVfPBzDnI2Q_000222,1,8.500,
xVfPBzDnI2Q_000222__pre,0,,
uO2zGO5ydBc_002156,1,5.400,
uO2zGO5ydBc_002156__pre,0,,
7uTMZ5-aWKA_001828,1,4.100,
7uTMZ5-aWKA_001828__pre,0,,
oZaUkhs_H-s_001257,1,7.800,
oZaUkhs_H-s_001257__pre,0,,
t4Cvbdtebk0_001749,1,3.900,
